,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4424,207,Acorn Park,Jack,Adams,10,Son,NA,Male,Student,None,NA
4425,208,Acorn Park,Aimee,Evans,48,Head,Married,Female,Psychiatrist,None,None
4426,208,Acorn Park,Damian,Evans,49,Husband,Married,Male,"Surveyor, hydrographic",None,None
4427,209,Acorn Park,Fiona,Chan,33,Head,Single,Female,Physiotherapist,None,Sikh
4428,210,Acorn Park,Joe,Williams,77,Head,Divorced,Male,Retired Financial risk analyst,None,Christian
4429,211,Acorn Park,Kathryn,Humphreys,39,Head,Single,Female,"Conservation officer, nature",None,Catholic
4430,212,Acorn Park,Ellie,Tucker,43,Head,Married,Female,Forest/woodland manager,None,Christian
4431,212,Acorn Park,Kevin,Tucker,43,Husband,Married,Male,Forest/woodland manager,None,None
4432,213,Acorn Park,Amanda,Mason,87,Head,Divorced,Female,Retired Chartered loss adjuster,None,None
4433,214,Acorn Park,Naomi,Shepherd,99,Head,Single,Female,Retired Charity fundraiser,None,Methodist
4434,215,Acorn Park,Hugh,White,63,Head,Divorced,Male,Amenity horticulturist,None,None
4435,216,Acorn Park,Rita,Mitchell,58,Head,Single,Female,Regulatory affairs officer,None,Christian
4436,217,Acorn Park,Samantha,Owens,31,Head,Married,Female,Museum/gallery exhibitions officer,None,Christian
4437,217,Acorn Park,Adrian,Owens,30,Husband,Married,Male,Education administrator,None,Christian
4438,218,Acorn Park,Kathryn,Lawrence,35,Head,Single,Female,Aeronautical engineer,None,None
4439,218,Acorn Park,Carol,Lawrence,5,Daughter,NA,Female,Student,None,NA
4440,219,Acorn Park,Martyn,Mason,23,Head,Divorced,Male,Retail banker,None,None
4441,220,Acorn Park,Ruth,Sinclair,30,Head,Divorced,Female,Sales promotion account executive,None,Christian
4442,221,Acorn Park,Jennifer,Harvey,69,Head,Married,f,Retired Museum education officer,None,Christian
4443,221,Acorn Park,Iain,Harvey,71,Husband,Married,Male,"Retired Surveyor, commercial/residential",None,None
4444,1,Mermaid Row,Kerry,Barker,38,Head,Divorced,Female,Unemployed,None,None
4445,1,Mermaid Row,Ellie,Cox-Barker,5,Daughter,NA,Female,Student,None,NA
4446,1,Mermaid Row,Brett,Cox-Barker,3,Son,NA,Male,Child,None,NA
4447,1,Mermaid Row,Kirsty,Cox-Barker,0,Daughter,NA,Female,Child,None,NA
4448,2,Mermaid Row,Sheila,Weston,97,Head,Married,Female,Retired Furniture designer,None,Christian
4449,2,Mermaid Row,Frederick,Weston,95,Husband,Married,Male,Retired Theatre director,None,Christian
4450,3,Mermaid Row,Frances,Sullivan,50,Head,Married,Female,English as a second language teacher,None,None
4451,3,Mermaid Row,Robin,Sullivan,52,Husband,Married,Male,Broadcast presenter,None,None
4452,3,Mermaid Row,Lindsey,Freeman-Sullivan,23,Daughter,Single,Female,Careers adviser,None,None
4453,3,Mermaid Row,Lucy,Perry-Freeman-Sullivan,23,Daughter,Single,Female,Technical brewer,None,None
4454,4,Mermaid Row,Hilary,Jackson,57,Head,Divorced,Female,Unemployed,None,Christian
4455,4,Mermaid Row,Arthur,Jackson,28,Son,Divorced,Male,Telecommunications researcher,None,None
4456,5,Mermaid Row,Ian,Smith,30,Head,Single,m,Unemployed,None,Methodist
4457,6,Mermaid Row,Frank,Taylor,22,Head,Single,Male,University Student,None,Catholic
4458,7,Mermaid Row,Teresa,Evans,66,Head,Widowed,Female,Retail buyer,None,Christian
4459,7,Mermaid Row,Shirley,Evans,38,Daughter,Single,Female,"Scientist, research (physical sciences)",None,Christian
4460,8,Mermaid Row,Natalie,Smith,64,Head,Married,Female,"Psychologist, occupational",None,Christian
4461,8,Mermaid Row,Clive,Smith,66,Husband,Married,Male,"Psychologist, clinical",None,Christian
4462,9,Mermaid Row,Chloe,Baker,58,Head,Married,Female,Museum education officer,None,Christian
4463,9,Mermaid Row,Josh,Baker,60,Husband,Married,Male,Make,None,Christian
4464,9,Mermaid Row,Bethan,Baker,18,Daughter,Single,Female,Student,None,Christian
4465,9,Mermaid Row,Margaret,Baker,17,Daughter,NA,Female,Student,None,NA
4466,9,Mermaid Row,Dominic,Baker,17,Son,NA,Male,Student,None,NA
4467,10,Mermaid Row,Amanda,Yates,41,Head,Single,Female,Unemployed,None,None
4468,10,Mermaid Row,Conor,Yates,9,Son,NA,Male,Student,None,NA
4469,11,Mermaid Row,Charlie,Boyle,27,Head,Married,Male,"Geologist, wellsite",None,None
4470,11,Mermaid Row,Helen,Boyle,23,Wife,Married,Female,Audiological scientist,None,None
4471,12,Mermaid Row,Bethan,Mitchell,50,Head,Divorced,Female,Adult nurse,None,None
4472,12,Mermaid Row,Robin,Davies,12,Son,NA,Male,Student,None,NA
4473,13,Mermaid Row,Dominic,Ryan,62,Head,Married,Male,Warden/ranger,None,Catholic
4474,13,Mermaid Row,Teresa,Ryan,60,Wife,Married,Female,"Engineer, electronics",None,None
4475,13,Mermaid Row,Anthony,Anderson,10,Grandson,NA,Male,Student,None,NA
4476,13,Mermaid Row,Ricky,Richards,7,Adopted Grandson,NA,Male,Student,None,NA
4477,13,Mermaid Row,Rachael,Richards,7,Granddaughter,NA,Female,Student,None,NA
4478,14,Mermaid Row,Garry,Coles,56,Head,Married,Male,Scientific laboratory technician,None,Methodist
4479,14,Mermaid Row,Samantha,Coles,54,Wife,Married,F,IT technical support officer,None,None
4480,15,Mermaid Row,Olivia,Clark,55,Head,Single,Female,Building services engineer,None,Christian
4481,15,Mermaid Row,Abigail,Clark,26,Daughter,Single,Female,Higher education careers adviser,None,None
4482,15,Mermaid Row,Duncan,Clark,24,Son,Single,Male,"Surveyor, hydrographic",None,Christian
4483,15,Mermaid Row,Stewart,Clark,22,Son,Widowed,Male,University Student,None,Christian
4484,15,Mermaid Row,Natasha,Clark,16,Daughter,NA,Female,Student,None,NA
4485,16,Mermaid Row,Leanne,Nash,27,Head,Divorced,Female,Unemployed,None,None
4486,16,Mermaid Row,Gary,Nash,3,Son,NA,Male,Child,None,NA
4487,16,Mermaid Row,Holly,Nash,1,Daughter,NA,Female,Child,None,NA
4488,16,Mermaid Row,Marion,Gordon,29,Lodger,Divorced,Female,Biomedical engineer,None,Methodist
4489,17,Mermaid Row,Heather,Smith,28,Head,Married,Female,Quantity surveyor,None,Catholic
4490,17,Mermaid Row,Gary,Hunt,27,Husband,Married,Male,Chiropodist,None,Catholic
4491,18,Mermaid Row,Luke,Chapman,53,Head,Single,Male,"Scientist, audiological",None,Christian
4492,18,Mermaid Row,Marian,Gill,48,Partner,Single,Female,Chief Operating Officer,None,None
4493,19,Mermaid Row,Claire,Hill,100,Head,Divorced,Female,"Retired Radiographer, therapeutic",None,Christian
4494,20,Mermaid Row,Christine,Thomas-Taylor,49,Head,Married,Female,Unemployed,None,Methodist
4495,20,Mermaid Row,Alan,Thomas-Taylor,52,Husband,Married,Male,Barrister,None,Methodist
4496,20,Mermaid Row,Charlotte,Thomas-Taylor,8,Daughter,NA,Female,Student,None,NA
4497,20,Mermaid Row,Lynda,Thomas-Taylor,5,Daughter,NA,Female,Student,None,NA
4498,20,Mermaid Row,Tony,Thomas-Taylor,2,Son,NA,Male,Child,None,NA
4499,21,Mermaid Row,Scott,Simpson,44,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Christian
4500,21,Mermaid Row,Charlotte,Simpson,37,Wife,Married,Female,Investment analyst,None,Christian
4501,22,Mermaid Row,Gail,Turner,69,Head,Widowed,Female,Retired Pharmacologist,None,Christian
4502,22,Mermaid Row,Naomi,Harvey,17,Granddaughter,NA,Female,Student,None,NA
4503,23,Mermaid Row,Joe,Page,51,Head,Married,Male,Technical brewer,None,Christian
4504,23,Mermaid Row,Rosie,Page,46,Wife,Married,Female,"Geologist, wellsite",None,None
4505,23,Mermaid Row,Leonard,Page,2,Son,NA,Male,Child,None,NA
4506,23,Mermaid Row,Roger,Page,1,Son,NA,Male,Child,None,NA
4507,23,Mermaid Row,Rhys,Byrne,40,Lodger,Single,Male,Translator,None,None
4508,24,Mermaid Row,Catherine,Kent,49,Head,Married,Female,IT technical support officer,None,Catholic
4509,24,Mermaid Row,Gregory,Kent,52,Husband,Married,Male,Furniture conservator/restorer,None,None
4510,25,Mermaid Row,Marilyn,White,52,Head,Divorced,Female,Unemployed,None,None
4511,25,Mermaid Row,Joel,White,17,Son,NA,Male,Student,None,NA
4512,26,Mermaid Row,Abbie,King,32,Head,Married,Female,Unemployed,None,Methodist
4513,26,Mermaid Row,Ben,King,35,Husband,Married,Male,Farm manager,None,Methodist
4514,26,Mermaid Row,Leslie,King,5,Son,NA,Male,Student,None,NA
4515,26,Mermaid Row,Anthony,King,5,Son,NA,Male,Student,None,NA
4516,26,Mermaid Row,Damian,King,5,Son,NA,Male,Student,None,NA
4517,27,Mermaid Row,Jamie,Evans,32,Head,Married,Male,Claims inspector/assessor,None,None
4518,27,Mermaid Row,Alice,Evans,26,Wife,Married,Female,"Librarian, public",None,None
4519,28,Mermaid Row,Carol,Doyle,39,Head,Divorced,Female,Chief Marketing Officer,None,None
4520,29,Mermaid Row,Timothy,Brown,23,Head,Single,Male,"Engineer, broadcasting (operations)",None,Methodist
4521,29,Mermaid Row,Kirsty,Arnold,43,None,Single,Female,"Engineer, maintenance",None,Methodist
4522,29,Mermaid Row,Leah,Hill,56,None,Single,Female,Banker,None,Christian
4523,29,Mermaid Row,Charlotte,Pugh,22,None,Single,Female,University Student,None,None
4524,29,Mermaid Row,Aimee,Evans,37,None,Single,Female,Race relations officer,None,Methodist
4525,1,Coconut Shore,Glenn,Summers,44,Head,Single,Male,Quarry manager,None,Christian
4526,1,Coconut Shore,Charlene,Atkinson,53,None,Single,Female,"Engineer, maintenance",None,Christian
4527,2,Coconut Shore,Adam,Taylor,67,Head,Married,Male,Bonds trader,None,None
4528,2,Coconut Shore,Michelle,Taylor,60,Wife,Married,Female,Leisure centre manager,None,None
4529,3,Coconut Shore,Heather,Bibi,38,Head,Divorced,Female,Unemployed,None,Catholic
4530,3,Coconut Shore,Jenna,Bibi,11,Daughter,NA,Female,Student,None,NA
4531,4,Coconut Shore,Cheryl,Dawson,47,Head,Married,Female,Mudlogger,None,None
4532,4,Coconut Shore,Jonathan,Dawson,49,Husband,Married,Male,Adult guidance worker,None,None
4533,4,Coconut Shore,Carole,Dawson,16,Daughter,NA,Female,Student,None,NA
4534,4,Coconut Shore,Bruce,Dawson,16,Son,NA,Male,Student,None,NA
4535,4,Coconut Shore,Neil,Dawson,13,Son,NA,male,Student,None,NA
4536,5,Coconut Shore,Julie,Davidson,36,Head,Married,Female,Theatre manager,None,None
4537,5,Coconut Shore,Jeffrey,Davidson,42,Husband,Married,Male,"Therapist, art",None,None
4538,5,Coconut Shore,Steven,Davidson,17,Son,NA,Male,Student,None,NA
4539,6,Coconut Shore,Gavin,Smith,67,Head,Widowed,Male,Tax inspector,None,Christian
4540,1,Magpie Ville,Diana,Holden,51,Head,Married,Female,Jewellery designer,None,None
4541,1,Magpie Ville,Marc,Holden,50,Husband,Married,Male,Counsellor,None,None
4542,2,Magpie Ville,Kieran,Taylor,33,Head,Married,Male,Financial risk analyst,None,Pagan
4543,2,Magpie Ville,Bethany,Taylor,31,Wife,Married,Female,Psychiatric nurse,None,Pagan
4544,3,Magpie Ville,Alexander,Richardson,41,Head,Married,Male,Health visitor,None,Methodist
4545,3,Magpie Ville,Jayne,Richardson,41,Wife,Married,Female,Unemployed,None,Methodist
4546,3,Magpie Ville,Callum,Richardson,9,Son,NA,m,Student,None,NA
4547,3,Magpie Ville,Leonard,Richardson,7,Son,NA,Male,Student,None,NA
4548,3,Magpie Ville,Stacey,Richardson,3,Daughter,NA,Female,Child,None,NA
4549,4,Magpie Ville,Valerie,Rogers,70,Head,Widowed,Female,Retired Risk manager,None,Christian
4550,4,Magpie Ville,Albert,Lamb,14,Grandson,NA,Male,Student,None,NA
4551,5,Magpie Ville,Jeremy,Perry,20,Head,Single,Male,University Student,None,Methodist
4552,6,Magpie Ville,Nicholas,Kirby,33,Head,Single,Male,Nature conservation officer,None,Christian
4553,6,Magpie Ville,Barbara,Lloyd,33,Partner,Single,Female,Occupational therapist,None,Christian
4554,7,Magpie Ville,Darren,Moore,53,Head,Married,Male,Press photographer,None,Christian
4555,7,Magpie Ville,Zoe,Moore,54,Wife,Married,Female,Corporate treasurer,None,None
4556,8,Magpie Ville,Shirley,White,36,Head,Divorced,Female,"Engineer, agricultural",None,None
4557,8,Magpie Ville,Carl,White,1,Son,NA,Male,Child,None,NA
4558,8,Magpie Ville,Stewart,Thomas,63,Lodger,Single,Male,Unemployed,None,Muslim
4559,9,Magpie Ville,Aimee,Adams,51,Head,Single,Female,Arboriculturist,None,Christian
4560,9,Magpie Ville,Bradley,Adams,17,Son,NA,Male,Student,None,NA
4561,10,Magpie Ville,Philip,Collins,45,Head,Single,Male,Psychiatrist,None,None
4562,10,Magpie Ville,Wendy,Hudson,41,Partner,Single,Female,Unemployed,None,None
4563,10,Magpie Ville,Helen,Collins,14,Daughter,NA,Female,Student,None,NA
4564,10,Magpie Ville,Jonathan,Collins,11,Son,NA,Male,Student,None,NA
4565,11,Magpie Ville,Oliver,Bell,50,Head,Married,Male,Teaching laboratory technician,None,Catholic
4566,11,Magpie Ville,Stacey,Bell,50,Wife,Married,Female,"Editor, film/video",None,Catholic
4567,12,Magpie Ville,Caroline,Lewis,45,Head,Married,Female,Land/geomatics surveyor,None,None
4568,12,Magpie Ville,Russell,Lewis,48,Husband,Married,Male,Research scientist (medical),None,None
4569,13,Magpie Ville,Cameron,Griffiths,33,Head,Single,Male,"Engineer, chemical",None,None
4570,13,Magpie Ville,Sian,French,60,None,Single,Female,Tree surgeon,None,None
4571,14,Magpie Ville,Chloe,Baker,43,Head,Married,Female,Artist,None,Methodist
4572,14,Magpie Ville,Gregory,Baker,54,Husband,Married,Male,"Accountant, chartered certified",None,None
4573,14,Magpie Ville,Daniel,Baker,4,Son,NA,Male,Child,None,NA
4574,15,Magpie Ville,Joanna,Holmes,20,Head,Married,Female,University Student,None,Christian
4575,15,Magpie Ville,Gary,Holmes,23,Husband,Married,Male,Public affairs consultant,None,Christian
4576,16,Magpie Ville,Holly,Bradshaw,83,Head,Widowed,Female,Retired Chartered certified accountant,None,Christian
4577,16,Magpie Ville,Carol,Bradshaw,48,Daughter,Single,Female,"Teacher, adult education",None,None
4578,16,Magpie Ville,Marion,Bradshaw,46,Daughter,Divorced,Female,English as a second language teacher,None,Christian
4579,16,Magpie Ville,Mohammed,Bradshaw,44,Son,Single,Male,Unemployed,None,None
4580,16,Magpie Ville,Ashley,Bradshaw,38,Son,Divorced,M,Music tutor,None,Christian
4581,17,Magpie Ville,Damian,Rowe,61,Head,Married,Male,Public affairs consultant,None,None
4582,17,Magpie Ville,Hilary,Rowe,57,Wife,Married,Female,Unemployed,None,None
4583,18,Magpie Ville,Sharon,King,61,Head,Married,Female,Scientific laboratory technician,None,Christian
4584,18,Magpie Ville,Joe,King,62,Husband,Married,Male,Social worker,None,Christian
4585,18,Magpie Ville,Lydia,King,19,Daughter,Divorced,Female,University Student,None,Christian
4586,18,Magpie Ville,Bethan,King,15,Daughter,NA,Female,Student,None,NA
4587,18,Magpie Ville,George,King,13,Son,NA,Male,Student,None,NA
4588,18,Magpie Ville,Sylvia,King,13,Daughter,NA,Female,Student,None,NA
4589,19,Magpie Ville,Kirsty,Adams,46,Head,Married,Female,Production manager,None,None
4590,19,Magpie Ville,Lee,Adams,48,Husband,Married,Male,Industrial/product designer,None,None
4591,19,Magpie Ville,Charlotte,Adams,21,Daughter,Single,Female,Cytogeneticist,None,None
4592,19,Magpie Ville,Holly,Adams,18,Daughter,Single,Female,Student,None,None
4593,19,Magpie Ville,Lynne,Adams,14,Daughter,NA,Female,Student,None,NA
4594,20,Magpie Ville,Jenna,Jones,32,Head,Divorced,Female,Unemployed,None,None
4595,20,Magpie Ville,Carol,Davis,45,Lodger,Single,Female,Garment/textile technologist,None,None
4596,20,Magpie Ville,Beverley,Roberts,25,Lodger,Divorced,Female,Research scientist (medical),None,None
4597,20,Magpie Ville,Danny,Johnson,36,Lodger,Divorced,Male,Environmental education officer,None,Christian
4598,21,Magpie Ville,Anna,Pearce,37,Head,Single,Female,Operational investment banker,None,Catholic
4599,21,Magpie Ville,Justin,Pearce,6,Son,NA,Male,Student,None,NA
4600,22,Magpie Ville,Douglas,Dixon,64,Head,Married,Male,Games developer,None,Methodist
4601,22,Magpie Ville,Louise,Dixon,61,Wife,Married,Female,Logistics and distribution manager,None,None
4602,23,Magpie Ville,Leanne,Ford,73,Head,Widowed,f,Retired Horticultural consultant,None,None
4603,24,Magpie Ville,Robert,Palmer,83,Head,Married,Male,Retired Computer games developer,None,Christian
4604,24,Magpie Ville,Sara,Palmer,77,Wife,Married,Female,"Retired Social research officer, government",None,Christian
4605,25,Magpie Ville,Jayne,O'Brien,71,Head,Married,Female,"Retired Scientist, audiological",None,Christian
4606,25,Magpie Ville,Duncan,O'Brien,71,Husband,Married,Male,Retired Sports administrator,None,None
4607,25,Magpie Ville,Brian,O'Brien,25,Son,Single,Male,Optometrist,None,None
4608,26,Magpie Ville,Marion,Wright,55,Head,Married,Female,"Doctor, general practice",None,Methodist
4609,26,Magpie Ville,Harry,Wright,60,Husband,Married,Male,"Administrator, arts",None,Methodist
4610,26,Magpie Ville,Vincent,Wright,23,Son,Single,Male,Horticultural consultant, ,Methodist
4611,26,Magpie Ville,Terence,Wright,21,Son,Single,Male,Furniture designer,None,None
4612,26,Magpie Ville,Anna,Wright,8,Daughter,NA,Female,Student,None,NA
4613,27,Magpie Ville,Jane,Rogers,78,Head,Widowed,Female,Retired Media planner,None,None
4614,28,Magpie Ville,Amy,Middleton,22,Head,Single,Female,University Student,None,None
4615,28,Magpie Ville,Dale,Parker,21,None,Single,Male,University Student,None,Christian
4616,29,Magpie Ville,Sophie,Owen,32,Head,Single,Female,Communications engineer,None,Catholic
4617,29,Magpie Ville,Paul,Allan,40,Partner,Single,Male,Tourist information centre manager,None,Catholic
4618,30,Magpie Ville,Margaret,Williams,63,Head,Divorced,Female,Licensed conveyancer,None,None
4619,30,Magpie Ville,Damian,Williams,1,Grandson,NA,Male,Child,None,NA
4620,1,Stewart Crescent,Holly,Jones,48,Head,Single,Female,Contractor,None,Methodist
4621,1,Stewart Crescent,Eleanor,Edwards,6,Granddaughter,NA,Female,Student,None,NA
4622,2,Stewart Crescent,Harriet,Ward,37,Head,Divorced,Female,Unemployed,None,Catholic
4623,2,Stewart Crescent,Rosie,Ward,4,Daughter,NA,Female,Child,None,NA
4624,3,Stewart Crescent,Teresa,Sharp,35,Head,Single,Female,Unemployed,None,Christian
4625,3,Stewart Crescent,Roy,Sharp,6,Son,NA,Male,Student,None,NA
4626,3,Stewart Crescent,Mathew,Sharp,4,Son,NA,Male,Child,None,NA
4627,3,Stewart Crescent,Howard,Sharp,1,Son,NA,Male,Child,None,NA
4628,3,Stewart Crescent,Grace,Sharp,1,Daughter,NA,Female,Child,None,NA
4629,4,Stewart Crescent,Shirley,Reynolds,70,Head,Married,Female,Retired TEFL teacher,None,Methodist
4630,4,Stewart Crescent,Callum,Reynolds,71,Husband,Married,Male,Retired Garment/textile technologist,None,None
4631,4,Stewart Crescent,June,Reynolds,33,Daughter,Single,Female,Legal secretary,None,None
4632,4,Stewart Crescent,Aaron,Reynolds,33,Son,Single,m,"Physicist, medical",None,Methodist
4633,5,Stewart Crescent,Sandra,Wood,50,Head,Single,Female,Occupational therapist,None,Catholic
4634,5,Stewart Crescent,Justin,Dickinson,50,None,Single,Male,Land/geomatics surveyor,None,None
4635,6,Stewart Crescent,Adam,Saunders,28,Head,Single,Male,Actuary,None,Sikh
4636,7,Stewart Crescent,Tina,Thompson,43,Head,Married,Female,Ophthalmologist,None,None
4637,7,Stewart Crescent,Louise,Thompson,46,Wife,Married,Female,Writer,None,None
4638,8,Stewart Crescent,Natasha,Sinclair,31,Head,Single,Female,"Development worker, community",None,None
4639,8,Stewart Crescent,Carl,Moore,35,Partner,Single,Male,"Engineer, broadcasting (operations)",None,None
4640,8,Stewart Crescent,Abdul,Sinclair,4,Son,NA,Male,Child,None,NA
4641,8,Stewart Crescent,Clifford,Sinclair,4,Son,NA,Male,Child,None,NA
4642,9,Stewart Crescent,Amy,Lynch,99,Head,Married,Female,Retired Purchasing manager,None,Methodist
4643,9,Stewart Crescent,Dale,Lynch,102,Husband,Married,Male,"Retired Engineer, civil (contracting)",None,Methodist
4644,10,Stewart Crescent,Jacqueline,McLean,60,Head,Single,Female,"Psychologist, sport and exercise",None,Sikh
4645,10,Stewart Crescent,Max,McLean,40,Son,Single,Male,Adult guidance worker,None,None
4646,11,Stewart Crescent,Dorothy,McDonald,25,Head,Divorced,Female,Unemployed,None,None
4647,11,Stewart Crescent,Barry,McDonald,5,Son,NA,Male,Student,None,NA
4648,12,Stewart Crescent,Victoria,Jenkins,80,Head,Married,Female,Retired Regulatory affairs officer,None,Christian
4649,12,Stewart Crescent,Gregory,Jenkins,84,Husband,Married,Male,Retired Research scientist (physical sciences),None,Christian
4650,13,Stewart Crescent,Sheila,Rees,65,Head,Widowed,Female,English as a foreign language teacher,None,Catholic
4651,13,Stewart Crescent,Joanne,Rees,29,Daughter,Divorced,Female,Marine scientist,None,None
4652,13,Stewart Crescent,Dale,Rees,18,Son,Divorced,Male,Student,None,None
4653,14,Stewart Crescent,Sarah,Armstrong,40,Head,Divorced,Female,"Geologist, engineering",None,None
4654,14,Stewart Crescent,Sylvia,Armstrong,2,Adopted Daughter,NA,Female,Child,None,NA
4655,14,Stewart Crescent,Liam,Armstrong,0,Son,NA,Male,Child,None,NA
4656,15,Stewart Crescent,Nigel,Lewis,45,Head,Married,Male,Museum/gallery conservator,None,None
4657,15,Stewart Crescent,Leanne,Lewis,46,Wife,Married,Female,Tour manager,None,None
4658,16,Stewart Crescent,Yvonne,Stevens,57,Head,Married,f,Advertising copywriter,None,None
4659,16,Stewart Crescent,Russell,Stevens,59,Husband,Married,Male,Local government officer,None,None
4660,16,Stewart Crescent,Joyce,Stevens,25,Daughter,Single,Female,Plant breeder/geneticist,None,None
4661,16,Stewart Crescent,Elizabeth,Stevens,24,Daughter,Single,Female,"Surveyor, planning and development",None,None
4662,16,Stewart Crescent,Edward,Stevens,15,Son,NA,Male,Student,None,NA
4663,17,Stewart Crescent,Vanessa,Hughes,43,Head,Single,Female,Artist,None,Catholic
4664,17,Stewart Crescent,Francis,Hughes,14,Son,NA,Male,Student,None,NA
4665,18,Stewart Crescent,Marion,Baker,40,Head,Married,Female,"Nurse, mental health",None,Christian
4666,18,Stewart Crescent,Lawrence,Baker,42,Husband,Married,Male,Unemployed,None,Christian
4667,18,Stewart Crescent,Mohamed,Baker,21,Son,Single,Male,University Student,None,Christian
4668,18,Stewart Crescent,Sheila,Baker,4,Daughter,NA,Female,Child,None,NA
4669,19,Stewart Crescent,Ryan,Brown,19,Head,Married,Male,University Student,None,Catholic
4670,19,Stewart Crescent,Hayley,Brown,19,Wife,Married,Female,University Student,None,None
4671,20,Stewart Crescent,Marie,Reed,46,Head,Married,Female,Unemployed,None,Christian
4672,20,Stewart Crescent,Jacob,Reed,53,Husband,Married,Male,Illustrator,None,None
4673,20,Stewart Crescent,Margaret,Reed,17,Daughter,NA,Female,Student,None,NA
4674,21,Stewart Crescent,Jeremy,Chambers,30,Head,Married,Male,Oceanographer,None,None
4675,21,Stewart Crescent,Patricia,Chambers,28,Wife,Married,Female,Unemployed,None,None
4676,21,Stewart Crescent,Neil,Wilkinson,50,Lodger,Single,Male,Commercial art gallery manager,None,Methodist
4677,21,Stewart Crescent,Megan,Brennan,62,Lodger,Divorced,Female,Further education lecturer,None,Christian
4678,22,Stewart Crescent,Sara,Shaw,37,Head,Married,Female,"Designer, furniture",None,Catholic
4679,22,Stewart Crescent,Graham,Shaw,38,Husband,Married,Male,Management consultant,None,None
4680,23,Stewart Crescent,Donald,Davis,46,Head,Single,Male,Retail manager,None,None
4681,24,Stewart Crescent,Robert,Hall,46,Head,Single,male,Academic librarian,None,Catholic
4682,25,Stewart Crescent,Thomas,Watkins,69,Head,Divorced,Male,Retired Research scientist (physical sciences),None,Christian
4683,25,Stewart Crescent,Carolyn,Watkins,15,Granddaughter,NA,Female,Student,None,NA
4684,26,Stewart Crescent,Kenneth,Allen,20,Head,Married,Male,University Student,None,Methodist
4685,26,Stewart Crescent,Joanne,Allen,21,Wife,Married,Female,University Student,None,Methodist
4686,27,Stewart Crescent,Anne,Lord,34,Head,Married,Female,Landscape architect,None,None
4687,27,Stewart Crescent,Frank,Lord,36,Husband,Married,Male,IT sales professional,None,None
4688,27,Stewart Crescent,Rachel,Lord,2,Daughter,NA,Female,Child,None,NA
4689,28,Stewart Crescent,Stephen,Holland,27,Head,Single,Male,"Editor, magazine features",None,None
4690,28,Stewart Crescent,Sally,Jones,27,Partner,Single,Female,"Designer, graphic",None,None
4691,28,Stewart Crescent,Joseph,Holland,4,Son,NA,Male,Child,None,NA
4692,29,Stewart Crescent,Harriet,Price,48,Head,Married,Female,Teaching laboratory technician,None,Catholic
4693,29,Stewart Crescent,Daniel,Price,52,Husband,Married,Male,Petroleum engineer,None,None
4694,29,Stewart Crescent,Harriet,Price,18,Daughter,Single,Female,Student,None,Catholic
4695,29,Stewart Crescent,Ronald,Price,14,Son,NA,Male,Student,None,NA
4696,30,Stewart Crescent,Katy,Ingram,41,Head,Married,Female,Public librarian,None,Catholic
4697,30,Stewart Crescent,Ryan,Ingram,46,Husband,Married,Male,Catering manager,None,None
4698,30,Stewart Crescent,Gavin,Ingram,4,Son,NA,Male,Child,None,NA
4699,30,Stewart Crescent,Gail,Butcher,53,Lodger,Single,Female,Microbiologist,None,Christian
4700,1,Parsons Divide,Judith,Wells,38,Head,Married,Female,"Civil engineer, consulting",None,Christian
4701,1,Parsons Divide,George,Wells,45,Husband,Married,Male,Unemployed,None,Christian
4702,1,Parsons Divide,Luke,Wells,20,Son,Divorced,Male,University Student,None,None
4703,2,Parsons Divide,Natasha,Smith,39,Head,Married,Female,Consulting civil engineer,None,Methodist
4704,2,Parsons Divide,Richard,Smith,41,Husband,Married,Male,Passenger transport manager,None,Methodist
4705,2,Parsons Divide,Paul,Smith,6,Son,NA,Male,Student,None,NA
4706,3,Parsons Divide,Jonathan,Jones,24,Head,Single,Male,Tourist information centre manager,None,None
4707,3,Parsons Divide,Jacob,King,51,None,Single,Male,Occupational therapist,None,Catholic
4708,3,Parsons Divide,Mohamed,West,51,None,Single,Male,"Nurse, children's",None,None
4709,4,Parsons Divide,Kirsty,Williams,40,Head,Widowed,Female,Unemployed,None,Christian
4710,4,Parsons Divide,Gillian,Williams,8,Daughter,NA,Female,Student,None,NA
4711,4,Parsons Divide,Damian,Williams,5,Son,NA,Male,Student,None,NA
4712,5,Parsons Divide,Kelly,Clark,33,Head,Married,Female,Geoscientist,None,Catholic
4713,5,Parsons Divide,Lewis,Clark,32,Husband,Married,Male,Unemployed,None,Catholic
4714,5,Parsons Divide,Glenn,Clark,0,Son,NA,Male,Child,None,NA
4715,6,Parsons Divide,Amy,Barker,38,Head,Single,Female,"Administrator, arts",None,None
4716,7,Parsons Divide,Sara,Robson,39,Head,Single,Female,Accommodation manager,None,Christian
4717,7,Parsons Divide,Ross,Ali,2,Son,NA,Male,Child,None,NA
4718,7,Parsons Divide,Rosemary,Gregory,48,Lodger,Single,Female,Civil Service administrator,None,None
4719,8,Parsons Divide,Ricky,Brown,28,Head,Single,Male,"Surveyor, planning and development",None,None
4720,8,Parsons Divide,Margaret,Coates,26,Partner,Single,Female,Further education lecturer,None,None
4721,9,Parsons Divide,Brian,Parkes,23,Head,Married,Male,Legal executive,None,None
